ads,start_date,user_id,likes,views,ctr,gender,os,age
new_ads,2025-12-04,42906,4,12,0.3333,1,Android,22
new_ads,2025-12-04,45189,6,37,0.1622,0,Android,51
old_ads,2025-11-20,21386,25,96,0.2604,0,iOS,20
old_ads,2025-11-13,19332,26,142,0.1831,0,Android,40
new_ads,2025-12-04,40399,15,52,0.2885,1,iOS,17
old_ads,2025-11-06,6691,6,22,0.2727,1,iOS,49
new_ads,2025-12-04,42724,11,38,0.2895,0,Android,23
new_ads,2025-12-04,40489,10,66,0.1515,0,iOS,21
new_ads,2025-12-04,45712,10,48,0.2083,0,Android,19
new_ads,2025-12-04,43271,5,17,0.2941,0,iOS,57
old_ads,2025-11-06,2152,30,119,0.2521,0,iOS,56
old_ads,2025-11-06,12630,17,109,0.156,0,Android,19
old_ads,2025-11-06,12011,12,34,0.3529,1,Android,18
old_ads,2025-11-27,33204,13,73,0.1781,1,Android,33
old_ads,2025-11-20,26434,24,89,0.2697,0,iOS,21
old_ads,2025-11-13,18305,96,373,0.2574,1,Android,21
old_ads,2025-11-06,12056,19,55,0.3455,1,Android,15
old_ads,2025-11-20,26289,44,267,0.1648,1,iOS,24
old_ads,2025-11-27,32176,29,140,0.2071,1,Android,24
old_ads,2025-11-20,25764,38,128,0.2969,1,Android,39
new_ads,2025-12-04,39397,4,20,0.2,0,Android,42
old_ads,2025-11-20,25943,41,186,0.2204,1,Android,33
old_ads,2025-11-27,32342,58,336,0.1726,1,Android,20
new_ads,2025-12-04,43794,15,51,0.2941,1,Android,15
new_ads,2025-12-04,37420,33,199,0.1658,1,Android,15
new_ads,2025-12-04,39527,34,133,0.2556,0,Android,26
old_ads,2025-11-20,26406,40,243,0.1646,0,Android,23
old_ads,2025-11-06,11919,12,60,0.2,1,iOS,16
new_ads,2025-12-04,46814,11,51,0.2157,1,iOS,16
old_ads,2025-11-27,32212,58,209,0.2775,0,iOS,23
new_ads,2025-12-04,39828,46,135,0.3407,1,Android,23
old_ads,2025-11-06,12156,28,143,0.1958,1,Android,23
new_ads,2025-12-04,46893,1,13,0.0769,1,Android,15
new_ads,2025-12-04,43152,3,28,0.1071,1,Android,21
new_ads,2025-12-04,46392,4,12,0.3333,0,iOS,40
new_ads,2025-12-04,25718,57,189,0.3016,1,iOS,34
new_ads,2025-12-04,46283,2,10,0.2,1,Android,20
old_ads,2025-11-20,25907,37,197,0.1878,1,iOS,21
new_ads,2025-12-04,40024,22,66,0.3333,1,iOS,20
new_ads,2025-12-04,45330,2,31,0.0645,0,Android,35
new_ads,2025-12-04,45831,19,93,0.2043,1,Android,24
old_ads,2025-11-13,18933,23,156,0.1474,0,Android,19
old_ads,2025-11-27,28042,14,94,0.1489,1,Android,20
old_ads,2025-11-13,16956,16,63,0.254,0,iOS,21
new_ads,2025-12-04,45812,2,43,0.0465,0,Android,36
old_ads,2025-11-20,25356,42,152,0.2763,0,iOS,18
old_ads,2025-11-13,18438,50,285,0.1754,0,iOS,42
old_ads,2025-11-13,18925,18,117,0.1538,1,iOS,44
old_ads,2025-11-13,17367,37,220,0.1682,0,Android,23
new_ads,2025-12-04,42859,27,164,0.1646,1,iOS,38
new_ads,2025-12-04,44369,18,66,0.2727,1,Android,23
old_ads,2025-11-13,16932,42,132,0.3182,0,Android,25
old_ads,2025-11-27,28730,40,214,0.1869,1,Android,23
old_ads,2025-11-06,4502,8,19,0.4211,0,Android,21
new_ads,2025-12-04,40000,9,44,0.2045,1,Android,45
new_ads,2025-12-04,38793,44,326,0.135,0,Android,19
old_ads,2025-11-27,31731,12,91,0.1319,0,Android,15
old_ads,2025-11-13,19448,2,15,0.1333,1,iOS,23
old_ads,2025-11-20,25816,35,131,0.2672,0,Android,66
old_ads,2025-11-06,5199,40,161,0.2484,1,Android,23
new_ads,2025-12-04,41300,7,51,0.1373,1,iOS,29
old_ads,2025-11-20,25899,73,279,0.2616,1,Android,46
old_ads,2025-11-27,19758,22,134,0.1642,1,iOS,21
new_ads,2025-12-04,43387,8,63,0.127,0,Android,40
new_ads,2025-12-04,39551,11,65,0.1692,1,Android,21
old_ads,2025-11-06,12505,10,70,0.1429,0,iOS,16
new_ads,2025-12-04,43144,6,27,0.2222,0,Android,43
new_ads,2025-12-04,39820,13,59,0.2203,0,Android,30
new_ads,2025-12-04,41650,10,32,0.3125,1,Android,35
old_ads,2025-11-20,26317,6,26,0.2308,1,Android,31
old_ads,2025-11-13,18930,10,46,0.2174,1,Android,21
old_ads,2025-11-13,18964,26,99,0.2626,0,Android,21
new_ads,2025-12-04,45286,2,41,0.0488,0,Android,19
new_ads,2025-12-04,42130,5,20,0.25,1,iOS,20
new_ads,2025-12-04,40364,2,11,0.1818,1,Android,29
new_ads,2025-12-04,35841,50,271,0.1845,0,Android,22
new_ads,2025-12-04,43650,7,33,0.2121,1,Android,18
old_ads,2025-11-27,33329,33,172,0.1919,0,Android,18
new_ads,2025-12-04,34363,4,24,0.1667,0,Android,17
new_ads,2025-12-04,46284,17,120,0.1417,0,Android,14
old_ads,2025-11-20,25908,22,137,0.1606,1,Android,17
old_ads,2025-11-27,33239,46,182,0.2527,1,Android,21
old_ads,2025-11-06,11912,39,200,0.195,1,iOS,15
